1758600960000.00000,0.82076,0.82076,0.82076,0.82076,0.00000
1758601020000.00000,0.82082,0.82082,0.82082,0.82082,1191.85801
1758601080000.00000,0.82082,0.82082,0.82082,0.82082,0.00000
1758601140000.00000,0.82121,0.82173,0.82121,0.82173,84.02598
1758601200000.00000,0.82172,0.82172,0.82172,0.82172,5.76000
1758601260000.00000,0.82119,0.82119,0.82002,0.82002,346.73070
1758601320000.00000,0.82002,0.82002,0.82002,0.82002,0.00000
1758601380000.00000,0.82000,0.82000,0.82000,0.82000,346.72607
1758601440000.00000,0.82000,0.82000,0.82000,0.82000,354.25522
1758601500000.00000,0.82000,0.82000,0.81955,0.81955,2506.99117
1758601560000.00000,0.81955,0.81955,0.81955,0.81955,0.00000
1758601620000.00000,0.81901,0.81901,0.81802,0.81810,10042.41985
1758601680000.00000,0.81796,0.81796,0.81796,0.81796,1.25794
1758601740000.00000,0.81785,0.81785,0.81785,0.81785,28.67347
1758601800000.00000,0.81844,0.81844,0.81826,0.81826,5316.16596
1758601860000.00000,0.81810,0.81810,0.81810,0.81810,145.74397
1758601920000.00000,0.81810,0.81810,0.81603,0.81603,4965.22532
1758601980000.00000,0.81602,0.81602,0.81600,0.81600,1980.16578
1758602040000.00000,0.81563,0.81563,0.81537,0.81544,282.29880
1758602100000.00000,0.81606,0.81606,0.81600,0.81602,257.66094
1758602160000.00000,0.81602,0.81602,0.81602,0.81602,0.00000
1758602220000.00000,0.81652,0.81751,0.81652,0.81742,348.39394
1758602280000.00000,0.81768,0.81768,0.81660,0.81664,791.76021
1758602340000.00000,0.81722,0.81813,0.81722,0.81813,598.68429
1758602400000.00000,0.81813,0.81902,0.81813,0.81902,2720.13581
1758602460000.00000,0.81900,0.81900,0.81881,0.81881,2097.69530
1758602520000.00000,0.81881,0.81881,0.81881,0.81881,0.00000
1758602580000.00000,0.81881,0.81881,0.81881,0.81881,0.00000
1758602640000.00000,0.81802,0.81802,0.81802,0.81802,13.19035
1758602700000.00000,0.81802,0.81802,0.81802,0.81802,0.00000
1758602760000.00000,0.81730,0.81730,0.81649,0.81649,9836.02461
1758602820000.00000,0.81659,0.81659,0.81655,0.81655,526.29714
1758602880000.00000,0.81655,0.81655,0.81655,0.81655,0.00000
1758602940000.00000,0.81727,0.81727,0.81727,0.81727,36.70771
1758603000000.00000,0.81754,0.81756,0.81754,0.81756,168.51739
1758603060000.00000,0.81870,0.81870,0.81869,0.81870,4601.80103
1758603120000.00000,0.81870,0.81875,0.81870,0.81875,16917.97444
1758603180000.00000,0.81875,0.81881,0.81875,0.81881,119.45142
1758603240000.00000,0.81881,0.81881,0.81866,0.81866,41.38778
1758603300000.00000,0.81866,0.81879,0.81866,0.81879,122150.83185
1758603360000.00000,0.81866,0.81866,0.81866,0.81866,126.75127
1758603420000.00000,0.81866,0.81866,0.81866,0.81866,73.45310
1758603480000.00000,0.81879,0.81887,0.81879,0.81887,68.68169
1758603540000.00000,0.81887,0.81887,0.81887,0.81887,0.00000
1758603600000.00000,0.81913,0.81927,0.81913,0.81927,29.89058
1758603660000.00000,0.81947,0.81999,0.81947,0.81999,207.82024
1758603720000.00000,0.81980,0.81980,0.81925,0.81925,378.76184
1758603780000.00000,0.81934,0.81965,0.81934,0.81947,888.33993
1758603840000.00000,0.81866,0.81866,0.81782,0.81782,194.36086
1758603900000.00000,0.81710,0.81710,0.81651,0.81651,14344.05073
1758603960000.00000,0.81682,0.81730,0.81682,0.81730,488.06872
1758604020000.00000,0.81727,0.81727,0.81727,0.81727,1.58786
1758604080000.00000,0.81575,0.81575,0.81539,0.81539,26500.00000
1758604140000.00000,0.81604,0.81715,0.81604,0.81715,1063.15404
1758604200000.00000,0.81715,0.81715,0.81715,0.81715,31.07959
1758604260000.00000,0.81728,0.81728,0.81728,0.81728,56.81825
1758604320000.00000,0.81728,0.81728,0.81728,0.81728,0.00000
1758604380000.00000,0.81873,0.81881,0.81873,0.81881,69.20695
1758604440000.00000,0.81942,0.82006,0.81940,0.81942,150876.24283
1758604500000.00000,0.81958,0.82000,0.81957,0.82000,44789.94561
1758604560000.00000,0.82000,0.82000,0.81910,0.81910,260289.06275
1758604620000.00000,0.81835,0.81835,0.81835,0.81835,5253.62806
1758604680000.00000,0.81767,0.81767,0.81752,0.81766,303.96234
1758604740000.00000,0.81766,0.81766,0.81766,0.81766,237.01084
1758604800000.00000,0.81766,0.81846,0.81766,0.81838,823.60344
1758604860000.00000,0.81838,0.81838,0.81838,0.81838,0.00000
1758604920000.00000,0.81838,0.81838,0.81838,0.81838,0.00000
1758604980000.00000,0.81898,0.81898,0.81873,0.81873,1460.90645
1758605040000.00000,0.81883,0.81897,0.81867,0.81867,194.91388
1758605100000.00000,0.81919,0.81919,0.81919,0.81919,2.19454
1758605160000.00000,0.81961,0.82100,0.81961,0.82100,115062.01698
1758605220000.00000,0.82100,0.82100,0.82100,0.82100,0.00000
1758605280000.00000,0.82024,0.82024,0.82024,0.82024,118.96691
1758605340000.00000,0.82031,0.82065,0.82026,0.82057,5341.81673
1758605400000.00000,0.82085,0.82190,0.82085,0.82190,282416.03920
1758605460000.00000,0.82190,0.82190,0.82190,0.82190,0.00000
1758605520000.00000,0.82190,0.82190,0.82190,0.82190,0.00000
1758605580000.00000,0.82219,0.82219,0.82219,0.82219,162.89547
1758605640000.00000,0.82253,0.82253,0.82250,0.82251,143.19470
1758605700000.00000,0.82224,0.82224,0.82224,0.82224,54276.21608
1758605760000.00000,0.82224,0.82244,0.82224,0.82224,5155.07624
1758605820000.00000,0.82224,0.82224,0.82224,0.82224,50.00000
1758605880000.00000,0.82224,0.82248,0.82224,0.82224,2710.59799
1758605940000.00000,0.82224,0.82224,0.82224,0.82224,136.35435
1758606000000.00000,0.82224,0.82224,0.82224,0.82224,24.90557
1758606060000.00000,0.82260,0.82261,0.82253,0.82253,158.01323
1758606120000.00000,0.82224,0.82236,0.82174,0.82174,11606.51182
1758606180000.00000,0.82162,0.82202,0.82162,0.82202,65.24962
1758606240000.00000,0.82219,0.82219,0.82219,0.82219,226.46808
1758606300000.00000,0.82219,0.82219,0.82219,0.82219,682.08683
1758606360000.00000,0.82219,0.82219,0.82193,0.82193,637.77770
1758606420000.00000,0.82180,0.82181,0.82180,0.82181,731.15831
1758606480000.00000,0.82181,0.82181,0.82181,0.82181,0.00000
1758606540000.00000,0.82181,0.82181,0.82181,0.82181,0.00000
1758606600000.00000,0.82181,0.82181,0.82181,0.82181,0.00000
1758606660000.00000,0.82149,0.82149,0.82149,0.82149,539.12025
1758606720000.00000,0.82149,0.82149,0.82149,0.82149,0.00000
1758606780000.00000,0.82149,0.82149,0.82149,0.82149,0.00000
1758606840000.00000,0.82000,0.82000,0.82000,0.82000,616.67116
1758606900000.00000,0.82000,0.82000,0.82000,0.82000,1.73748
1758606960000.00000,0.82000,0.82000,0.82000,0.82000,4964.69804
1758607020000.00000,0.82000,0.82000,0.82000,0.82000,0.00000
1758607080000.00000,0.81944,0.81960,0.81944,0.81960,1807.30746
1758607140000.00000,0.81960,0.81960,0.81960,0.81960,4311.00000
1758607200000.00000,0.81891,0.81891,0.81891,0.81891,13.12700
1758607260000.00000,0.81936,0.81981,0.81933,0.81981,304.21955
1758607320000.00000,0.81934,0.81935,0.81934,0.81935,50.76002
1758607380000.00000,0.81889,0.81889,0.81889,0.81889,4.00000
1758607440000.00000,0.81889,0.81889,0.81889,0.81889,0.00000
1758607500000.00000,0.81821,0.81821,0.81801,0.81801,178.65812
1758607560000.00000,0.81801,0.81801,0.81801,0.81801,0.00000
1758607620000.00000,0.81908,0.82047,0.81908,0.82039,50155.65550
1758607680000.00000,0.82055,0.82055,0.82055,0.82055,65.42651
1758607740000.00000,0.82077,0.82151,0.82077,0.82151,2324.48887
1758607800000.00000,0.82151,0.82151,0.82151,0.82151,0.00000
1758607860000.00000,0.82151,0.82151,0.82151,0.82151,0.00000
1758607920000.00000,0.82226,0.82257,0.82226,0.82257,55.03959
1758607980000.00000,0.82257,0.82257,0.82257,0.82257,0.00000
1758608040000.00000,0.82212,0.82212,0.82212,0.82212,1108.31075
1758608100000.00000,0.82212,0.82212,0.82212,0.82212,708.24107
1758608160000.00000,0.82212,0.82212,0.82077,0.82077,466.36180
1758608220000.00000,0.82067,0.82068,0.82067,0.82068,299.57051
1758608280000.00000,0.82068,0.82068,0.82068,0.82068,0.00000
1758608340000.00000,0.82179,0.82255,0.82179,0.82240,2213.23626
1758608400000.00000,0.82280,0.82333,0.82280,0.82333,60.95057
1758608460000.00000,0.82280,0.82280,0.82268,0.82268,6133.44343
1758608520000.00000,0.82268,0.82268,0.82268,0.82268,0.00000
1758608580000.00000,0.82314,0.82314,0.82273,0.82273,337.85793
1758608640000.00000,0.82290,0.82333,0.82290,0.82333,51.14433
1758608700000.00000,0.82333,0.82361,0.82333,0.82361,828.86136
1758608760000.00000,0.82361,0.82361,0.82361,0.82361,0.00000
1758608820000.00000,0.82356,0.82357,0.82356,0.82357,291.02237
1758608880000.00000,0.82355,0.82357,0.82355,0.82357,2.46805
1758608940000.00000,0.82357,0.82357,0.82357,0.82357,0.00000
1758609000000.00000,0.82357,0.82357,0.82357,0.82357,0.00000
1758609060000.00000,0.82424,0.82491,0.82424,0.82491,124.75865
1758609120000.00000,0.82491,0.82579,0.82491,0.82545,1236.21098
1758609180000.00000,0.82582,0.82583,0.82582,0.82583,100.00000
1758609240000.00000,0.82561,0.82599,0.82561,0.82599,98.44584
1758609300000.00000,0.82645,0.82660,0.82645,0.82660,171.89350
1758609360000.00000,0.82660,0.82727,0.82660,0.82727,60468.08724
1758609420000.00000,0.82727,0.82727,0.82727,0.82727,0.00000
1758609480000.00000,0.82611,0.82638,0.82598,0.82606,223.78039
1758609540000.00000,0.82606,0.82606,0.82606,0.82606,0.00000
1758609600000.00000,0.82606,0.82606,0.82606,0.82606,0.00000
1758609660000.00000,0.82530,0.82530,0.82420,0.82420,602.94055
1758609720000.00000,0.82458,0.82458,0.82458,0.82458,37.45998
1758609780000.00000,0.82520,0.82520,0.82512,0.82512,142.94991
1758609840000.00000,0.82617,0.82618,0.82617,0.82618,1704.38465
1758609900000.00000,0.82618,0.82618,0.82618,0.82618,0.00000
1758609960000.00000,0.82420,0.82431,0.82420,0.82431,2000.48526
1758610020000.00000,0.82528,0.82528,0.82528,0.82528,21.66230
1758610080000.00000,0.82596,0.82596,0.82596,0.82596,28.22795
1758610140000.00000,0.82720,0.82729,0.82720,0.82720,2564.90448
1758610200000.00000,0.82720,0.82720,0.82720,0.82720,0.00000
1758610260000.00000,0.82684,0.82704,0.82578,0.82578,20209.75527
1758610320000.00000,0.82579,0.82670,0.82570,0.82670,39442.73547
1758610380000.00000,0.82670,0.82719,0.82670,0.82719,15732.13862
1758610440000.00000,0.82659,0.82692,0.82655,0.82692,123.32559
1758610500000.00000,0.82720,0.82720,0.82719,0.82719,200.14407
1758610560000.00000,0.82683,0.82697,0.82673,0.82697,417.37953
1758610620000.00000,0.82720,0.82720,0.82720,0.82720,576.15302
1758610680000.00000,0.82720,0.82741,0.82696,0.82741,11546.64188
1758610740000.00000,0.82690,0.82690,0.82690,0.82690,59.12846
1758610800000.00000,0.82690,0.82690,0.82604,0.82604,90.27125
1758610860000.00000,0.82542,0.82563,0.82507,0.82507,1673.85740
1758610920000.00000,0.82506,0.82506,0.82469,0.82469,792.51171
1758610980000.00000,0.82452,0.82452,0.82418,0.82429,10418.87690
1758611040000.00000,0.82410,0.82430,0.82389,0.82389,71.31786
1758611100000.00000,0.82390,0.82403,0.82368,0.82368,684.96832
1758611160000.00000,0.82368,0.82368,0.82296,0.82364,206.92147
1758611220000.00000,0.82410,0.82410,0.82410,0.82410,17.95330
1758611280000.00000,0.82410,0.82526,0.82410,0.82503,136.87267
1758611340000.00000,0.82503,0.82503,0.82503,0.82503,0.00000
1758611400000.00000,0.82392,0.82464,0.82392,0.82464,3968.10421
1758611460000.00000,0.82546,0.82571,0.82546,0.82571,35.00843
1758611520000.00000,0.82571,0.82571,0.82571,0.82571,12.94639
1758611580000.00000,0.82498,0.82506,0.82498,0.82503,592.00236
1758611640000.00000,0.82489,0.82503,0.82489,0.82503,19.74522
1758611700000.00000,0.82494,0.82511,0.82430,0.82432,1520.13044
1758611760000.00000,0.82460,0.82461,0.82441,0.82441,1536.73556
1758611820000.00000,0.82477,0.82502,0.82468,0.82468,929.36171
1758611880000.00000,0.82502,0.82586,0.82502,0.82586,23.45804
1758611940000.00000,0.82582,0.82586,0.82567,0.82567,504.22576
1758612000000.00000,0.82599,0.82676,0.82599,0.82676,1908.99883
1758612060000.00000,0.82695,0.82782,0.82695,0.82716,52471.75515
1758612120000.00000,0.82751,0.82800,0.82751,0.82800,71829.21742
